Series Name,Series Code,Country Name,Country Code,2019 [YR2019]
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Bhutan,BTN,1.86720072342627
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Bolivia,BOL,1.85346150629409
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Bosnia and Herzegovina,BIH,6.28566395622831
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Botswana,BWA,2.8796632558601
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Brazil,BRA,2.05077012882977
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,British Virgin Islands,VGB,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Brunei Darussalam,BRN,16.111932938856
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Bulgaria,BGR,5.61371010274005
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Burkina Faso,BFA,0.26950158887331
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Burundi,BDI,0.0595713389942667
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Cabo Verde,CPV,1.06961509800184
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Cambodia,KHM,1.11633042620485
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Cameroon,CMR,0.370691707164993
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Canada,CAN,15.0527469447143
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Cayman Islands,CYM,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Central African Republic,CAF,0.0451882048419334
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Chad,TCD,0.0981963885605548
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Channel Islands,CHI,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Chile,CHL,4.82762007480769
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,China,CHN,7.64543578560038
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Colombia,COL,1.57782014077396
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Comoros,COM,0.412396679587249
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,"Congo, Dem. Rep.",COD,0.0337148799163223
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,"Congo, Rep.",COG,1.25766214248646
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Costa Rica,CRI,1.56482445188662
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Cote d'Ivoire,CIV,0.414528305155615
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Croatia,HRV,4.06451947763153
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Cuba,CUB,2.15774090266798
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Curacao,CUW,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Cyprus,CYP,5.85187933947248
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Czechia,CZE,9.15611790623386
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Denmark,DNK,5.10738642637222
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Djibouti,DJI,0.398763866464803
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Dominica,DMA,2.43741949935599
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Dominican Republic,DOM,2.36863439614581
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Ecuador,ECU,2.28505501120289
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,"Egypt, Arab Rep.",EGY,2.06316078338081
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,El Salvador,SLV,1.25994054027114
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Equatorial Guinea,GNQ,3.13998883473672
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Eritrea,ERI,0.199267295412336
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Estonia,EST,7.58212010267556
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Ethiopia,ETH,0.155169188831947
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Faroe Islands,FRO,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Fiji,FJI,1.51720533716581
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Finland,FIN,7.42303960115952
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,France,FRA,4.46016494835631
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,French Polynesia,PYF,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Gabon,GAB,2.35176354398661
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,"Gambia, The",GMB,0.241900479217245
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Georgia,GEO,2.83579124666916
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Germany,DEU,7.9271876239049
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Ghana,GHA,0.572264895729339
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Gibraltar,GIB,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Greece,GRC,5.59528435262632
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Greenland,GRL,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Grenada,GRD,2.82096411459861
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Guam,GUM,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Guatemala,GTM,1.14537281500282
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Guinea,GIN,0.350765779082478
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Guinea-Bissau,GNB,0.16508860634868
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Guyana,GUY,3.50033114116629
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Haiti,HTI,0.297241022260954
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Honduras,HND,1.02385531471622
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,"Hong Kong SAR, China",HKG,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Hungary,HUN,4.8368762665486
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Iceland,ISL,4.54345010442003
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,India,IND,1.75253436625037
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Indonesia,IDN,2.24528577070833
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,"Iran, Islamic Rep.",IRN,7.22298000274987
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Iraq,IRQ,4.34726413932218
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Ireland,IRL,7.25774875667262
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Isle of Man,IMN,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Israel,ISR,6.9357521537442
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Italy,ITA,5.31103098673157
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Jamaica,JAM,2.98328969678791
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Japan,JPN,8.47840057488964
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Jordan,JOR,2.16362144761182
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Kazakhstan,KAZ,11.0508703486337
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Kenya,KEN,0.382362032876395
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Kiribati,KIR,0.592397034795277
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,"Korea, Dem. People's Rep.",PRK,2.15676369121383
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,"Korea, Rep.",KOR,11.8252835873752
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Kosovo,XKX,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Kuwait,KWT,21.1352142487222
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Kyrgyz Republic,KGZ,1.55159381679626
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Lao PDR,LAO,2.65817514097581
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Latvia,LVA,3.95496550880907
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Lebanon,LBN,4.65529798386588
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Lesotho,LSO,1.03342675704115
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Liberia,LBR,0.229916460209228
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Libya,LBY,8.32576759513649
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Liechtenstein,LIE,3.8726083883374
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Lithuania,LTU,4.20015196105273
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Luxembourg,LUX,15.3230398015487
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,"Macao SAR, China",MAC,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,North Macedonia,MKD,3.83113737507789
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Madagascar,MDG,0.142653575143316
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Malawi,MWI,0.0871188127927116
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Malaysia,MYS,7.46499971649816
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Maldives,MDV,3.96326718307737
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Mali,MLI,0.191438655613848
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Malta,MLT,3.29046823605033
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Marshall Islands,MHL,3.40502593453765
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Mauritania,MRT,0.872475306517173
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Mauritius,MUS,3.296800515014
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Mexico,MEX,3.6121651406375
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,"Micronesia, Fed. Sts.",FSM,1.33059194282585
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Moldova,MDA,3.34866737931946
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Monaco,MCO,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Mongolia,MNG,7.16083565614723
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Montenegro,MNE,4.18164455619361
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Morocco,MAR,1.95530801659126
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Mozambique,MOZ,0.248639658557146
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Myanmar,MMR,0.640928810767197
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Namibia,NAM,1.76417165717612
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Nauru,NRU,4.40158259149357
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Nepal,NPL,0.480724943133609
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Netherlands,NLD,8.41396927991521
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,New Caledonia,NCL,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,New Zealand,NZL,6.83005302056555
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Nicaragua,NIC,0.770101819888702
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Niger,NER,0.092100576055693
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Nigeria,NGA,0.588005207479626
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Northern Mariana Islands,MNP,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Norway,NOR,7.04232094266605
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Oman,OMN,16.4563584347506
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Pakistan,PAK,0.824459652346009
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Palau,PLW,12.1344050011163
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Panama,PAN,3.09505043316861
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Papua New Guinea,PNG,0.782552890305524
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Paraguay,PRY,1.24066887329392
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Peru,PER,1.73564177469023
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Philippines,PHL,1.32152779028498
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Poland,POL,7.76885578278686
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Portugal,PRT,4.33244804259817
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Puerto Rico,PRI,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Qatar,QAT,31.8772030129291
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Romania,ROU,3.81706295716296
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Russian Federation,RUS,11.7971941673637
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Rwanda,RWA,0.113057797770289
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Samoa,WSM,1.31521200537977
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,San Marino,SMR,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Sao Tome and Principe,STP,0.6533115252168
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Saudi Arabia,SAU,14.7030166496769
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Senegal,SEN,0.768574983933597
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Serbia,SRB,6.62757991630233
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Seychelles,SYC,6.09782330345711
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Sierra Leone,SLE,0.129094346244259
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Singapore,SGP,7.91841038479591
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Sint Maarten (Dutch part),SXM,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Slovak Republic,SVK,5.68970729978492
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Slovenia,SVN,6.54333372438511
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Solomon Islands,SLB,0.451560238402472
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Somalia,SOM,0.041029202880867
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,South Africa,ZAF,7.68890762322173
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,South Sudan,SSD,0.174641876951273
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Spain,ESP,5.13179880095904
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Sri Lanka,LKA,1.07452644131542
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,St. Kitts and Nevis,KNA,5.18737424547284
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,St. Lucia,LCA,2.9935660169221
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,St. Martin (French part),MAF,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,St. Vincent and the Grenadines,VCT,2.24066943692577
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Sudan,SDN,0.511922936509227
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Suriname,SUR,4.42581305045302
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Eswatini,SWZ,0.999903386846761
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Sweden,SWE,3.40159396635064
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Switzerland,CHE,4.35860986463416
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Syrian Arab Republic,SYR,1.33545948848982
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Tajikistan,TJK,0.960233171179232
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Tanzania,TZA,0.249877326981355
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Thailand,THA,3.84904375698898
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Timor-Leste,TLS,0.482334951008952
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Togo,TGO,0.296284380597868
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Tonga,TON,1.53881335099237
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Trinidad and Tobago,TTO,11.3130322937192
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Tunisia,TUN,2.57649522620126
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Turkiye,TUR,4.77677115377788
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Turkmenistan,TKM,10.2675361537537
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Turks and Caicos Islands,TCA,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Tuvalu,TUV,0.812340270171595
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Uganda,UGA,0.138373161893107
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Ukraine,UKR,3.93365253612705
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,United Arab Emirates,ARE,20.1533448325312
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,United Kingdom,GBR,5.17584247261224
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,United States,USA,14.6733807134556
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Uruguay,URY,1.98538155745128
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Uzbekistan,UZB,3.50466269708326
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Vanuatu,VUT,0.548284516629216
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,"Venezuela, RB",VEN,3.71059907013341
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Viet Nam,VNM,3.56784836932601
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Virgin Islands (U.S.),VIR,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,West Bank and Gaza,PSE,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,"Yemen, Rep.",YEM,0.354864476911382
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Zambia,ZMB,0.414336363523101
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Zimbabwe,ZWE,0.663338328142275
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Afghanistan,AFG,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Albania,ALB,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Algeria,DZA,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,American Samoa,ASM,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Andorra,AND,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Angola,AGO,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Antigua and Barbuda,ATG,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Argentina,ARG,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Armenia,ARM,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Aruba,ABW,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Australia,AUS,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Austria,AUT,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Azerbaijan,AZE,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,"Bahamas, The",BHS,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Bahrain,BHR,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Bangladesh,BGD,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Barbados,BRB,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Belarus,BLR,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Belgium,BEL,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Belize,BLZ,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Benin,BEN,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Bermuda,BMU,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Bhutan,BTN,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Bolivia,BOL,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Bosnia and Herzegovina,BIH,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Botswana,BWA,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Brazil,BRA,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,British Virgin Islands,VGB,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Brunei Darussalam,BRN,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Bulgaria,BGR,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Burkina Faso,BFA,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Burundi,BDI,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Cabo Verde,CPV,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Cambodia,KHM,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Cameroon,CMR,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Canada,CAN,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Cayman Islands,CYM,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Central African Republic,CAF,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Chad,TCD,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Channel Islands,CHI,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Chile,CHL,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,China,CHN,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Colombia,COL,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Comoros,COM,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,"Congo, Dem. Rep.",COD,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,"Congo, Rep.",COG,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Costa Rica,CRI,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Cote d'Ivoire,CIV,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Croatia,HRV,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Cuba,CUB,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Curacao,CUW,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Cyprus,CYP,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Czechia,CZE,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Denmark,DNK,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Djibouti,DJI,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Dominica,DMA,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Dominican Republic,DOM,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Ecuador,ECU,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,"Egypt, Arab Rep.",EGY,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,El Salvador,SLV,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Equatorial Guinea,GNQ,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Eritrea,ERI,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Estonia,EST,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Ethiopia,ETH,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Faroe Islands,FRO,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Fiji,FJI,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Finland,FIN,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,France,FRA,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,French Polynesia,PYF,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Gabon,GAB,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,"Gambia, The",GMB,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Georgia,GEO,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Germany,DEU,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Ghana,GHA,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Gibraltar,GIB,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Greece,GRC,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Greenland,GRL,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Grenada,GRD,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Guam,GUM,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Guatemala,GTM,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Guinea,GIN,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Guinea-Bissau,GNB,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Guyana,GUY,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Haiti,HTI,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Honduras,HND,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,"Hong Kong SAR, China",HKG,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Hungary,HUN,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Iceland,ISL,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,India,IND,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Indonesia,IDN,1084
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,"Iran, Islamic Rep.",IRN,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Iraq,IRQ,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Ireland,IRL,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Isle of Man,IMN,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Israel,ISR,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Italy,ITA,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Jamaica,JAM,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Japan,JPN,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Jordan,JOR,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Kazakhstan,KAZ,..
